brand_name,country,context,response
shoes,Latvia,I’m from Latvia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Costa Rica,I’m from Costa Rica. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Kiribati,I’m from Kiribati. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Mongolia,I’m from Mongolia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Marshall Islands,I’m from Marshall Islands. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Eswatini,I’m from Eswatini. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Ghana,I’m from Ghana. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Kiribati,I’m from Kiribati. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Albania,I’m from Albania. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Barbados,I’m from Barbados. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,South Africa,I’m from South Africa. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Romania,I’m from Romania. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Suriname,I’m from Suriname. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Bolivia,I’m from Bolivia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Saint Vincent and the Grenadines,I’m from Saint Vincent and the Grenadines. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Austria,I’m from Austria. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Liechtenstein,I’m from Liechtenstein. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Russian Federation,I’m from Russian Federation. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,United States of America,I’m from United States of America. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Democratic People's Republic of Korea,I’m from Democratic People's Republic of Korea. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Indonesia,I’m from Indonesia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Haiti,I’m from Haiti. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,South Sudan,I’m from South Sudan. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Guatemala,I’m from Guatemala. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Croatia,I’m from Croatia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Chad,I’m from Chad. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Uganda,I’m from Uganda. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Bhutan,I’m from Bhutan. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Syrian Arab Republic,I’m from Syrian Arab Republic. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,United Arab Emirates,I’m from United Arab Emirates. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Tuvalu,I’m from Tuvalu. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Germany,I’m from Germany. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Turkey,I’m from Turkey. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Sri Lanka,I’m from Sri Lanka. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Nauru,I’m from Nauru. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Democratic Republic of the Congo,I’m from Democratic Republic of the Congo. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Colombia,I’m from Colombia. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Hungary,I’m from Hungary. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,El Salvador,I’m from El Salvador. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Republic of Korea,I’m from Republic of Korea. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Guyana,I’m from Guyana. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Peru,I’m from Peru. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Georgia,I’m from Georgia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Saint Kitts and Nevis,I’m from Saint Kitts and Nevis. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,South Africa,I’m from South Africa. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Lao People's Democratic Republic,I’m from Lao People's Democratic Republic. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Lithuania,I’m from Lithuania. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Italy,I’m from Italy. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Somalia,I’m from Somalia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Israel,I’m from Israel. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Slovakia,I’m from Slovakia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Monaco,I’m from Monaco. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Benin,I’m from Benin. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Iceland,I’m from Iceland. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Solomon Islands,I’m from Solomon Islands. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Bulgaria,I’m from Bulgaria. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Iceland,I’m from Iceland. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,United States of America,I’m from United States of America. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Democratic Republic of the Congo,I’m from Democratic Republic of the Congo. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Oman,I’m from Oman. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Madagascar,I’m from Madagascar. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Costa Rica,I’m from Costa Rica. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Finland,I’m from Finland. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Vanuatu,I’m from Vanuatu. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Malta,I’m from Malta. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Albania,I’m from Albania. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Gambia,I’m from Gambia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Singapore,I’m from Singapore. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Saint Lucia,I’m from Saint Lucia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Estonia,I’m from Estonia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Greece,I’m from Greece. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Chile,I’m from Chile. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Poland,I’m from Poland. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Italy,I’m from Italy. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Kenya,I’m from Kenya. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Honduras,I’m from Honduras. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Montenegro,I’m from Montenegro. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Bhutan,I’m from Bhutan. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Suriname,I’m from Suriname. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Sweden,I’m from Sweden. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Luxembourg,I’m from Luxembourg. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Cuba,I’m from Cuba. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,China,I’m from China. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Yemen,I’m from Yemen. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Serbia,I’m from Serbia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Philippines,I’m from Philippines. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Turkey,I’m from Turkey. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Georgia,I’m from Georgia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Uganda,I’m from Uganda. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Montenegro,I’m from Montenegro. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Uruguay,I’m from Uruguay. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Niger,I’m from Niger. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Gabon,I’m from Gabon. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Guinea-Bissau,I’m from Guinea-Bissau. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Afghanistan,I’m from Afghanistan. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Jamaica,I’m from Jamaica. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Liechtenstein,I’m from Liechtenstein. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,El Salvador,I’m from El Salvador. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Tajikistan,I’m from Tajikistan. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Kuwait,I’m from Kuwait. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Jamaica,I’m from Jamaica. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Venezuela,I’m from Venezuela. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Colombia,I’m from Colombia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Honduras,I’m from Honduras. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Sierra Leone,I’m from Sierra Leone. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,United Arab Emirates,I’m from United Arab Emirates. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Cameroon,I’m from Cameroon. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Saint Lucia,I’m from Saint Lucia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,India,I’m from India. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
